"","sample","Gene","HV","TPM","log2_TPM_tissue","tissue","clean_tissue","tissue_group_1","tissue_group_2","dev_order"
"3719","DV-FL-1","AT3G14460","non-hv",0.1603422915096,0.214550451404145,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3720","DV-FL-1","AT3G14470","non-hv",8.86242680612201,3.30194268822251,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3721","DV-FL-1","AT1G17600","non-hv",1.11751079313015,1.08236932311386,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3722","DV-FL-1","AT5G58120","non-hv",18.8547880512922,4.31141505514628,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3723","DV-FL-1","AT5G63020","non-hv",11.1186126917861,3.5991526470615,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3724","DV-FL-1","AT5G66900","non-hv",32.9178566318932,5.08397309956914,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3725","DV-FL-1","AT1G69550","hv",17.9837478446484,4.24669293777948,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3726","DV-FL-1","AT5G66910","non-hv",36.1099582383274,5.21373447238758,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3727","DV-FL-1","AT5G05400","non-hv",2.37693457707282,1.75571422961282,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3728","DV-FL-1","AT1G65850","non-hv",0.259237183426646,0.332550047255049,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3729","DV-FL-1","AT5G44870","non-hv",17.0656457539207,4.17517691950706,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3730","DV-FL-1","AT1G27170","non-hv",7.28805390996911,3.05103338712101,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3731","DV-FL-1","AT1G27180","non-hv",6.40098896606396,2.88771806548544,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3732","DV-FL-1","AT1G10920","non-hv",18.5044789252054,4.2857335512317,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3733","DV-FL-1","AT5G45050","non-hv",26.4563358871305,4.77906720215759,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3734","DV-FL-1","AT5G45060","non-hv",22.2103888745393,4.53669878916259,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3735","DV-FL-1","AT1G72840","non-hv",14.1132123917797,3.91773844030813,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3736","DV-FL-1","AT1G72860","non-hv",0.588672018060589,0.667821310490077,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3737","DV-FL-1","AT5G46260","non-hv",0.411125955879328,0.496846767391118,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3738","DV-FL-1","AT5G46270","non-hv",2.41888120263287,1.77352429368384,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3739","DV-FL-1","AT5G45200","non-hv",0.0362198157916115,0.0513300778445607,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3740","DV-FL-1","AT4G36150","non-hv",20.5968356343306,4.43274803926269,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3741","DV-FL-1","AT5G45210","non-hv",1.67781995692301,1.42105896440152,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3742","DV-FL-1","AT5G45230","non-hv",0,0,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3743","DV-FL-1","AT5G45250","non-hv",17.0642839545037,4.17506816417417,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3744","DV-FL-1","AT5G41740","hv",62.2388105188825,5.98273832667839,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3745","DV-FL-1","AT5G41750","hv",33.1780165749133,5.09499677158065,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3746","DV-FL-1","AT5G49140","non-hv",0.597433590035499,0.675755955386379,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3747","DV-FL-1","AT5G48620","hv",98.8932684443272,6.64231555659676,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3748","DV-FL-1","AT3G51560","non-hv",1.08465012586674,1.0598052714241,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3749","DV-FL-1","AT3G51570","non-hv",0.706217103540574,0.770801230638268,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3750","DV-FL-1","AT4G10780","non-hv",0.26141940827977,0.335048035890719,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3751","DV-FL-1","AT5G40910","non-hv",122.884731901286,6.95285458413292,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3752","DV-FL-1","AT5G48770","non-hv",0.251817117434095,0.324023809041369,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3753","DV-FL-1","AT3G25510","non-hv",0.82428200171332,0.867328761863611,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3754","DV-FL-1","AT5G38340","non-hv",0.275060945656783,0.350566207002108,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3755","DV-FL-1","AT5G38350","hv",0.186080067087241,0.246201403215067,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3756","DV-FL-1","AT1G12210","non-hv",9.21532494523388,3.35266319121707,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3757","DV-FL-1","AT3G46530","hv",58.1392638592604,5.8860443803949,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3758","DV-FL-1","AT5G04720","non-hv",118.873938622933,6.90537423129375,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3759","DV-FL-1","AT1G12220","non-hv",5.88388526286904,2.7832230514645,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3760","DV-FL-1","AT4G11170","hv",0.221058821020192,0.288132699711176,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3761","DV-FL-1","AT1G12280","non-hv",13.0415481410241,3.81163010262722,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3762","DV-FL-1","AT1G12290","non-hv",8.34190665367077,3.22371702949273,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3763","DV-FL-1","AT4G26090","non-hv",27.4364836082522,4.82967117044292,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3764","DV-FL-1","AT5G40100","non-hv",0.809245235543371,0.855387972427442,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3765","DV-FL-1","AT1G62630","hv",2.97243273992027,1.99002279248633,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3766","DV-FL-1","AT3G50950","non-hv",169.111125394276,7.41033368719154,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3767","DV-FL-1","AT3G46710","non-hv",0,0,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3768","DV-FL-1","AT3G46730","non-hv",0.835751957198712,0.876371138112167,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3769","DV-FL-1","AT1G56510","non-hv",44.4691135746171,5.50681497374506,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3770","DV-FL-1","AT1G56520","non-hv",5.01892982637006,2.58950699671298,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3771","DV-FL-1","AT1G56540","non-hv",8.07902063163558,3.18253668010569,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3772","DV-FL-1","AT1G59780","hv",0.263537531607337,0.337468518148615,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3773","DV-FL-1","AT4G12010","non-hv",8.03088221432416,3.17486692946262,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3774","DV-FL-1","AT1G50180","non-hv",8.19017768720045,3.2000927555257,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3775","DV-FL-1","AT5G17680","non-hv",6.12757526157533,2.83341136796586,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3776","DV-FL-1","AT5G41540","non-hv",0.794702489452205,0.843744706128591,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3777","DV-FL-1","AT5G41550","non-hv",42.4345291414791,5.44077049274626,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3778","DV-FL-1","AT5G38850","non-hv",7.71263630944158,3.12310932216236,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3779","DV-FL-1","AT2G14080","hv",16.0458944640446,4.09135240014308,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3780","DV-FL-1","AT5G17880","non-hv",5.66885454415867,2.73743898249295,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3781","DV-FL-1","AT5G17890","non-hv",20.1737572937475,4.40420539390134,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3782","DV-FL-1","AT5G17970","non-hv",0.180423174682909,0.239304149901457,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3783","DV-FL-1","AT4G19050","non-hv",3.04809614964969,2.0172435570716,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3784","DV-FL-1","AT3G44400","hv",8.64252632276641,3.26941117921782,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3785","DV-FL-1","AT1G63350","non-hv",0.898306093730066,0.924712639514688,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3786","DV-FL-1","AT1G63360","hv",10.2717997311814,3.49464597916014,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3787","DV-FL-1","AT5G36930","non-hv",9.25662699711606,3.35848445793764,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3788","DV-FL-1","AT3G44480","hv",62.7026313719982,5.99328106217153,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3789","DV-FL-1","AT5G43470","hv",37.3743267699975,5.26206953529576,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3790","DV-FL-1","AT3G44630","hv",95.9681604595698,6.59943921035614,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3791","DV-FL-1","AT5G35450","non-hv",13.2655402977151,3.83446248394318,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3792","DV-FL-1","AT4G19510","non-hv",56.2252794248977,5.83858069721057,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3793","DV-FL-1","AT4G19530","non-hv",3.76018812174377,2.2510185896979,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3794","DV-FL-1","AT3G44670","hv",100.762749365096,6.66906574390789,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3795","DV-FL-1","AT4G27190","non-hv",0.0261507635639141,0.0372427093729255,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3796","DV-FL-1","AT4G27220","non-hv",0.566390719343355,0.647444122303363,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3797","DV-FL-1","AT1G31540","hv",31.3874392163985,5.0173624976962,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3798","DV-FL-1","AT5G18350","non-hv",0.160715768365433,0.215014733812036,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3799","DV-FL-1","AT5G18360","non-hv",5.16516571128263,2.62413967283293,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3800","DV-FL-1","AT5G22690","non-hv",57.6027892996561,5.87289742869892,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3801","DV-FL-1","AT5G18370","non-hv",4.57761375834548,2.47964803328828,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3802","DV-FL-1","AT5G43730","non-hv",10.9633648977051,3.58055132375953,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3803","DV-FL-1","AT5G43740","hv",7.15577881298165,3.02782264958924,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3804","DV-FL-1","AT1G58390","non-hv",0.603513860935413,0.681236824634785,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3805","DV-FL-1","AT1G58400","non-hv",0.892901782702729,0.9205995556355,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3806","DV-FL-1","AT1G58410","non-hv",3.11169850507711,2.03973448117166,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3807","DV-FL-1","AT4G14370","non-hv",23.1425709282503,4.59350741091162,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3808","DV-FL-1","AT1G58602","hv",7.53781174664121,3.09386635242142,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3809","DV-FL-1","AT1G53350","non-hv",23.7599232042722,4.62993493476315,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3810","DV-FL-1","AT1G58807","hv",116.546476028242,6.87708747829534,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3811","DV-FL-1","AT1G58848","hv",72.044923367502,6.19071210389103,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3812","DV-FL-1","AT1G59124","hv",116.546476028242,6.87708747829534,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3813","DV-FL-1","AT1G59218","hv",50.838715941349,5.69595807761624,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3814","DV-FL-1","AT1G61180","hv",39.832012829096,5.35162878238624,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3815","DV-FL-1","AT1G61190","hv",8.63185498473953,3.2678136713364,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3816","DV-FL-1","AT1G59620","non-hv",32.3799216635942,5.06090866385759,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3817","DV-FL-1","AT1G51480","non-hv",0.0295744156501151,0.0420481089497088,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3818","DV-FL-1","AT1G61300","hv",5.88335364542555,2.78311163306683,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3819","DV-FL-1","AT1G61310","hv",17.8780214003085,4.23863565908139,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3820","DV-FL-1","AT4G16860","hv",36.4414487013683,5.22656435229386,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3821","DV-FL-1","AT2G16870","non-hv",4.62345628743268,2.49145711195235,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3822","DV-FL-1","AT4G16890","hv",70.1669215964134,6.15313492684157,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3823","DV-FL-1","AT4G16940","hv",1.44719989322946,1.29113194906444,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3824","DV-FL-1","AT4G16900","non-hv",28.764653999584,4.89552821868441,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3825","DV-FL-1","AT4G16950","hv",43.433659077514,5.47358104594988,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3826","DV-FL-1","AT4G16920","hv",2.89404953825214,1.96127123745731,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3827","DV-FL-1","AT4G16960","hv",9.05305974701534,3.32956276146692,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3828","DV-FL-1","AT2G17060","non-hv",0.114391034825509,0.156255556748137,"flower stage 9, flower, not applicable","stage 9","reproductive","flower",1
"3829","DV-FL-2","AT3G04220","non-hv",9.34956391270186,3.37149807476298,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3830","DV-FL-2","AT1G27170","non-hv",6.59678701284906,2.92538937372316,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3831","DV-FL-2","AT1G27180","non-hv",6.11541612153229,2.8309481304575,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3832","DV-FL-2","AT4G08450","non-hv",0.0140535651022794,0.0201338614796813,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3833","DV-FL-2","AT4G09430","non-hv",0,0,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3834","DV-FL-2","AT5G11250","non-hv",11.8084383157466,3.67902267896082,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3835","DV-FL-2","AT4G36150","non-hv",17.5881400914876,4.21631051791367,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3836","DV-FL-2","AT3G07040","non-hv",21.0172120932181,4.46055989558233,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3837","DV-FL-2","AT5G05400","non-hv",2.47327881336877,1.79629822601492,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3838","DV-FL-2","AT5G46450","non-hv",18.3475827132707,4.27408142221694,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3839","DV-FL-2","AT5G48620","hv",81.9169091997627,6.3735944346188,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3840","DV-FL-2","AT5G46510","hv",56.1104839804148,5.83568370559239,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3841","DV-FL-2","AT5G46520","hv",8.86645334166079,3.30253157749457,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3842","DV-FL-2","AT5G48770","non-hv",0.227545008032632,0.295775922034942,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3843","DV-FL-2","AT1G15890","non-hv",1.30675601370851,1.20586541779307,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3844","DV-FL-2","AT5G47250","non-hv",6.16526534753554,2.84102013204991,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3845","DV-FL-2","AT5G38340","non-hv",0,0,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3846","DV-FL-2","AT5G47260","non-hv",0,0,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3847","DV-FL-2","AT5G47280","non-hv",0,0,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3848","DV-FL-2","AT5G38350","hv",0.0259949826763697,0.0370236758907577,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3849","DV-FL-2","AT1G17600","non-hv",2.32292741664474,1.73245478030339,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3850","DV-FL-2","AT5G17680","non-hv",4.94665175273717,2.57207759121605,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3851","DV-FL-2","AT1G59780","hv",0.427042368130998,0.513028168300081,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3852","DV-FL-2","AT3G46530","hv",59.6148759397342,5.92159999437375,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3853","DV-FL-2","AT5G49140","non-hv",0.279868488584179,0.3559955753699,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3854","DV-FL-2","AT4G10780","non-hv",0.54995743809167,0.63222859956587,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3855","DV-FL-2","AT5G17880","non-hv",5.45012466046583,2.68932704352781,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3856","DV-FL-2","AT5G17890","non-hv",17.5587684723594,4.21402907379205,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3857","DV-FL-2","AT5G17970","non-hv",0.371614283274419,0.455874832936695,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3858","DV-FL-2","AT3G46710","non-hv",0,0,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3859","DV-FL-2","AT3G46730","non-hv",0.436306604566978,0.522363750325791,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3860","DV-FL-2","AT5G51630","non-hv",4.71023016348682,2.51354889778231,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3861","DV-FL-2","AT5G38850","non-hv",10.3095451322369,3.49946900046066,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3862","DV-FL-2","AT5G58120","non-hv",14.510070048221,3.95513329692821,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3863","DV-FL-2","AT5G63020","non-hv",10.8488552190978,3.56667577430529,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3864","DV-FL-2","AT5G66900","non-hv",25.048268970033,4.70311559670679,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3865","DV-FL-2","AT5G66910","non-hv",24.57986720253,4.6769368693982,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3866","DV-FL-2","AT4G11170","hv",0.125562083188498,0.17064563443576,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3867","DV-FL-2","AT5G45260","non-hv",15.6048910655339,4.05353635312518,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3868","DV-FL-2","AT1G65850","non-hv",0.144143905107287,0.194268519011328,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3869","DV-FL-2","AT5G18350","non-hv",0.662297506959804,0.733178609186782,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3870","DV-FL-2","AT5G04720","non-hv",98.2316374868466,6.63272825550467,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3871","DV-FL-2","AT5G18360","non-hv",3.21205921017029,2.07452571689987,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3872","DV-FL-2","AT5G18370","non-hv",3.68020626670181,2.22657211386642,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3873","DV-FL-2","AT3G50950","non-hv",159.482258617801,7.32627000538488,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3874","DV-FL-2","AT3G51560","non-hv",1.34327805499566,1.22852815555065,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3875","DV-FL-2","AT3G51570","non-hv",1.13557260158612,1.09462294512021,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3876","DV-FL-2","AT5G44510","non-hv",17.3408552130113,4.19698900660137,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3877","DV-FL-2","AT5G40910","non-hv",82.9344854074788,6.39119177449631,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3878","DV-FL-2","AT4G12010","non-hv",7.79067606860757,3.13597412365312,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3879","DV-FL-2","AT1G50180","non-hv",8.33342830731966,3.22240710181523,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3880","DV-FL-2","AT1G31540","hv",27.1951612523594,4.81737568885173,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3881","DV-FL-2","AT1G12210","non-hv",7.27437539727471,3.04865041219003,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3882","DV-FL-2","AT5G22690","non-hv",35.7285935841975,5.19883174815946,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3883","DV-FL-2","AT1G12220","non-hv",5.50578737000802,2.70172367124965,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3884","DV-FL-2","AT1G12280","non-hv",6.89177399111869,2.98034963997414,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3885","DV-FL-2","AT1G12290","non-hv",5.35260945902084,2.6673493289368,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3886","DV-FL-2","AT5G41740","hv",50.6728438389949,5.69133438022771,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3887","DV-FL-2","AT2G14080","hv",13.9328220479621,3.9004149308131,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3888","DV-FL-2","AT5G41750","hv",28.1672733233321,4.86627861836125,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3889","DV-FL-2","AT5G44870","non-hv",18.1000302508884,4.25550301811028,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3890","DV-FL-2","AT1G10920","non-hv",13.2803084325464,3.83595523456948,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3891","DV-FL-2","AT3G14470","non-hv",7.30305963136756,3.05364305954542,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3892","DV-FL-2","AT5G45050","non-hv",22.4635092607019,4.55234689744351,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3893","DV-FL-2","AT5G45060","non-hv",20.7066995064405,4.44006847640595,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3894","DV-FL-2","AT1G61180","hv",35.5964375391065,5.19363131184451,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3895","DV-FL-2","AT1G61190","hv",10.2656982189682,3.49386482575558,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3896","DV-FL-2","AT5G41540","non-hv",0.579078006756786,0.65908244237065,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3897","DV-FL-2","AT1G72840","non-hv",11.1676638398662,3.60498029579275,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3898","DV-FL-2","AT5G41550","non-hv",28.2567955323924,4.87069985606927,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3899","DV-FL-2","AT1G72860","non-hv",0.529238047305874,0.612812999855341,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3900","DV-FL-2","AT3G14460","non-hv",0.210619018092477,0.275744920205181,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3901","DV-FL-2","AT1G61300","hv",8.33548643806441,3.22272519797363,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3902","DV-FL-2","AT5G46260","non-hv",0.746347650044609,0.804340788674838,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3903","DV-FL-2","AT1G61310","hv",14.0783196204208,3.91440375357581,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3904","DV-FL-2","AT5G46270","non-hv",4.03674966695744,2.33249302894848,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3905","DV-FL-2","AT5G45200","non-hv",0,0,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3906","DV-FL-2","AT5G45210","non-hv",2.8519246197636,1.94557947063793,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3907","DV-FL-2","AT5G45230","non-hv",0.151192384477078,0.203128953311858,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3908","DV-FL-2","AT1G69550","hv",16.4936922753966,4.12876291617757,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3909","DV-FL-2","AT5G45250","non-hv",11.5204889290196,3.64621899595176,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3910","DV-FL-2","AT4G26090","non-hv",18.1192408569105,4.25695333610805,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3911","DV-FL-2","AT5G40100","non-hv",0.91344530452296,0.936172662427223,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3912","DV-FL-2","AT4G27190","non-hv",0.128138045440128,0.173943614976394,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3913","DV-FL-2","AT4G27220","non-hv",0.612799841001271,0.689567401721617,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3914","DV-FL-2","AT1G62630","hv",4.20791417892752,2.3807056745681,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3915","DV-FL-2","AT3G44400","hv",8.87389254263186,3.30361894434418,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3916","DV-FL-2","AT1G63730","non-hv",4.88521844373437,2.55709596527961,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
"3917","DV-FL-2","AT1G63740","non-hv",13.1262488306559,3.82030650947027,"flower stage 10, flower, not applicable","stage 10","reproductive","flower",2
