"","sample","Gene","HV","TPM","log2_TPM_tissue","tissue","clean_tissue","tissue_group_1","tissue_group_2","dev_order"
"1","AP-1","AT1G56510","non-hv",3.01990277804879,2.00716061003033,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"2","AP-1","AT1G56520","non-hv",0.344446748170264,0.4270126130225,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"3","AP-1","AT1G56540","non-hv",0.672956632370104,0.742400047243855,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"4","AP-1","AT1G10920","non-hv",6.84997415201982,2.97268790358207,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"5","AP-1","AT5G43470","hv",6.23689149870995,2.85537014172708,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"6","AP-1","AT3G07040","non-hv",2.95931620938999,1.98525129229892,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"7","AP-1","AT1G15890","non-hv",0.229846079030485,0.298477766853284,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"8","AP-1","AT1G63350","non-hv",0.0374782191451853,0.0530810487862376,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"9","AP-1","AT4G12010","non-hv",7.33598331504174,3.05935238998079,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"10","AP-1","AT1G63360","hv",1.5709081339961,1.36227805941461,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"11","AP-1","AT5G38850","non-hv",7.28726032986604,3.05089524264139,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"12","AP-1","AT5G22690","non-hv",35.8082215283744,5.20195613925265,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"13","AP-1","AT5G43730","non-hv",4.12352969624045,2.35713805256449,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"14","AP-1","AT5G43740","hv",2.0460971930138,1.6069619751942,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"15","AP-1","AT4G26090","non-hv",14.5746127781972,3.96112438976301,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"16","AP-1","AT1G63730","non-hv",2.00216541744189,1.58600347074552,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"17","AP-1","AT1G63740","non-hv",4.87504295233848,2.55459939923495,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"18","AP-1","AT5G48620","hv",22.9613716673391,4.5826385923724,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"19","AP-1","AT1G63750","non-hv",1.92811525657478,1.5499723421521,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"20","AP-1","AT1G27170","non-hv",7.09995735849224,3.01791431307705,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"21","AP-1","AT1G27180","non-hv",4.32703408282039,2.41333251141505,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"22","AP-1","AT1G63870","non-hv",0.024945247957705,0.0355468437700622,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"23","AP-1","AT1G63880","non-hv",10.0875768784865,3.47087220273516,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"24","AP-1","AT5G48770","non-hv",0.0735193733723072,0.102348227168695,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"25","AP-1","AT4G16860","hv",3.53497157525091,2.18109350811365,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"26","AP-1","AT4G16890","hv",19.832052957727,4.38073311602241,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"27","AP-1","AT4G16900","non-hv",16.3754814046211,4.11898104454729,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"28","AP-1","AT4G16920","hv",0.61341518392604,0.690117738379228,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"29","AP-1","AT4G16940","hv",0.910493596526608,0.933945422168186,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"30","AP-1","AT4G16950","hv",9.96820050308815,3.45525494440005,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"31","AP-1","AT1G64070","non-hv",0,0,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"32","AP-1","AT4G16960","hv",1.1188664585411,1.08329266478816,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"33","AP-1","AT4G36150","non-hv",8.5494591886713,3.25541903179606,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"34","AP-1","AT5G17680","non-hv",2.92468264272815,1.97257599966717,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"35","AP-1","AT1G58390","non-hv",0,0,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"36","AP-1","AT1G58400","non-hv",0.0313807407357443,0.0445770110487865,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"37","AP-1","AT1G58410","non-hv",0.160224746756334,0.214404296408433,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"38","AP-1","AT3G44400","hv",6.21654316868608,2.85130793023386,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"39","AP-1","AT5G49140","non-hv",0.0403245892178369,0.0570337304753329,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"40","AP-1","AT3G50950","non-hv",41.600036108695,5.41278274819794,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"41","AP-1","AT1G58602","hv",1.37056985029649,1.245233903586,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"42","AP-1","AT3G44480","hv",19.5196816038987,4.35893644025532,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"43","AP-1","AT5G17880","non-hv",1.17129586298153,1.11855632244043,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"44","AP-1","AT1G58807","hv",40.7238841729497,5.3828015628173,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"45","AP-1","AT5G17890","non-hv",16.4353853381944,4.12394634425342,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"46","AP-1","AT1G58848","hv",31.298592187646,5.01339937782003,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"47","AP-1","AT5G44510","non-hv",6.47906569643582,2.90285805630172,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"48","AP-1","AT1G59124","hv",40.7238841729497,5.3828015628173,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"49","AP-1","AT5G17970","non-hv",0.0657578577387947,0.0918796922045009,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"50","AP-1","AT1G59218","hv",15.6695121766288,4.05913998021612,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"51","AP-1","AT3G44630","hv",52.4796954981095,5.74091934594656,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"52","AP-1","AT3G44670","hv",19.6071553203626,4.36507345913096,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"53","AP-1","AT1G59620","non-hv",12.2405351208792,3.72688952523776,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"54","AP-1","AT1G12210","non-hv",1.21197093567183,1.14533242931692,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"55","AP-1","AT1G12220","non-hv",0.438379459700035,0.524444324184908,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"56","AP-1","AT1G69550","hv",1.62540189319127,1.39253828561058,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"57","AP-1","AT1G12280","non-hv",4.47425473972711,2.45266257083549,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"58","AP-1","AT1G12290","non-hv",3.25709127500635,2.08986802283922,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"59","AP-1","AT5G40100","non-hv",0.344759855784665,0.427348562520718,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"60","AP-1","AT4G27190","non-hv",0,0,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"61","AP-1","AT4G27220","non-hv",0.0357014421476146,0.0506081825521981,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"62","AP-1","AT1G59780","hv",0.0352064399383492,0.0499184973640599,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"63","AP-1","AT5G18350","non-hv",0,0,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"64","AP-1","AT3G46530","hv",25.3276004213252,4.71850413058916,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"65","AP-1","AT5G18360","non-hv",0.974254822778332,0.981308214633191,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"66","AP-1","AT4G08450","non-hv",0,0,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"67","AP-1","AT5G18370","non-hv",2.37100828346771,1.75318017241352,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"68","AP-1","AT5G44870","non-hv",8.98303958294716,3.31947914658324,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"69","AP-1","AT3G51560","non-hv",0.114014991006173,0.155768646775562,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"70","AP-1","AT1G53350","non-hv",2.59031476980146,1.8441103334423,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"71","AP-1","AT3G51570","non-hv",0.0397915480561541,0.0562943334353291,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"72","AP-1","AT1G17600","non-hv",0.0231042066681195,0.0329530959990001,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"73","AP-1","AT5G45050","non-hv",16.376353117777,4.11905342151758,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"74","AP-1","AT3G46710","non-hv",0,0,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"75","AP-1","AT5G45060","non-hv",12.3961365053293,3.74374507704181,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"76","AP-1","AT3G46730","non-hv",0.221822676541745,0.289034921624041,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"77","AP-1","AT2G16870","non-hv",0.62595899518323,0.701290874761193,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"78","AP-1","AT5G45200","non-hv",0,0,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"79","AP-1","AT5G45210","non-hv",0.056789305573971,0.0796877720820635,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"80","AP-1","AT5G45230","non-hv",0,0,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"81","AP-1","AT5G35450","non-hv",5.61595784314473,2.7259500416918,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"82","AP-1","AT5G45250","non-hv",7.50450082938193,3.08822655956774,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"83","AP-1","AT3G04220","non-hv",0.893281902999935,0.920889239240463,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"84","AP-1","AT5G45260","non-hv",8.80924594607472,3.29414223821101,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"85","AP-1","AT2G17060","non-hv",0,0,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"86","AP-1","AT4G33300","non-hv",55.2686128889123,5.81425849398652,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"87","AP-1","AT5G40910","non-hv",19.556639980395,4.3615325676018,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"88","AP-1","AT3G25510","non-hv",0,0,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"89","AP-1","AT4G09430","non-hv",0,0,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"90","AP-1","AT3G14460","non-hv",0.147200846600409,0.198117993819263,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"91","AP-1","AT3G14470","non-hv",1.24431138857597,1.16627285758125,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"92","AP-1","AT1G65850","non-hv",0.0159623545997164,0.0228469455761184,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"93","AP-1","AT1G62630","hv",0.27612709596212,0.35177202156599,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"94","AP-1","AT4G14370","non-hv",20.6629482380635,4.43715769605081,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"95","AP-1","AT1G61180","hv",11.9259891308307,3.69220277848702,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"96","AP-1","AT1G61190","hv",1.91242351399064,1.54222016223547,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"97","AP-1","AT5G41540","non-hv",0.140596806026158,0.18978889789682,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"98","AP-1","AT5G41550","non-hv",20.0185097750643,4.39358847987067,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"99","AP-1","AT1G31540","hv",4.74416073293144,2.52209611917467,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"100","AP-1","AT1G61300","hv",2.55996876320742,1.83186458238171,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"101","AP-1","AT5G46260","non-hv",0.0516684979535027,0.0726800166763384,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"102","AP-1","AT1G61310","hv",3.70108471446559,2.23299367841257,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"103","AP-1","AT4G19050","non-hv",1.34179185625003,1.22761285154339,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"104","AP-1","AT5G46270","non-hv",2.51174466821377,1.81218795327503,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"105","AP-1","AT5G41740","hv",4.77062414272102,2.5287273672089,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"106","AP-1","AT5G41750","hv",10.5749138110048,3.53292954583302,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"107","AP-1","AT5G46450","non-hv",1.72340227319642,1.44541009831311,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"108","AP-1","AT5G46510","hv",11.2694244067518,3.61699566458885,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"109","AP-1","AT5G46520","hv",6.99398250701469,2.99891441575676,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"110","AP-1","AT5G36930","non-hv",0.281610647876397,0.357958039106655,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"111","AP-1","AT4G19510","non-hv",48.0077456347356,5.61493787892557,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"112","AP-1","AT1G50180","non-hv",4.4644690581008,2.45008132673772,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"113","AP-1","AT4G19530","non-hv",1.74119239728341,1.45480359079245,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"114","AP-1","AT1G72840","non-hv",9.52224633530047,3.39537082526339,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"115","AP-1","AT1G72860","non-hv",0.157708461775675,0.211271994514887,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"116","AP-1","AT5G51630","non-hv",1.81008473210122,1.49061363248864,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"117","AP-1","AT5G04720","non-hv",70.3456659595108,6.15675388774701,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"118","AP-1","AT5G58120","non-hv",12.0395319206653,3.70482017704414,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"119","AP-1","AT5G63020","non-hv",2.76933487497365,1.91430997250357,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"120","AP-1","AT5G66900","non-hv",27.1352862892458,4.81430873843118,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"121","AP-1","AT5G66910","non-hv",4.70678743710951,2.51267882740211,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"122","AP-1","AT4G10780","non-hv",0,0,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"123","AP-1","AT5G05400","non-hv",0.0909032581016611,0.125523168347747,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"124","AP-1","AT5G47250","non-hv",0.405918403344413,0.49151286574303,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"125","AP-1","AT5G38340","non-hv",0.0164292817342779,0.0235098428851776,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"126","AP-1","AT5G47260","non-hv",0,0,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"127","AP-1","AT4G11170","hv",0.18415278917821,0.243855241413113,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"128","AP-1","AT5G47280","non-hv",0,0,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"129","AP-1","AT5G38350","hv",0.402842257337847,0.488352794167533,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"130","AP-1","AT1G51480","non-hv",0,0,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"131","AP-1","AT2G14080","hv",7.35836679282891,3.06322107028801,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"132","AP-1","AT5G11250","non-hv",1.29415815551576,1.19796485182159,"flower stage 15, petal, not applicable","petal","reproductive","flower",9
"133","AP-10","AT3G14470","non-hv",6.97427553475871,2.99535345556879,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"134","AP-10","AT3G14460","non-hv",0.0357119604627963,0.0506228341143944,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"135","AP-10","AT5G17880","non-hv",4.75059331503844,2.52371081318828,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"136","AP-10","AT5G17890","non-hv",21.1098409140026,4.46661673951662,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"137","AP-10","AT4G09430","non-hv",0,0,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"138","AP-10","AT5G18360","non-hv",8.26667925599873,3.21205243710289,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"139","AP-10","AT5G17970","non-hv",0,0,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"140","AP-10","AT5G18370","non-hv",12.1884475189974,3.72120284230737,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"141","AP-10","AT5G18350","non-hv",0.0528110523271865,0.0742465395637619,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"142","AP-10","AT4G14370","non-hv",0.615752827790673,0.692206516533698,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"143","AP-10","AT5G48620","hv",66.5892774817819,6.07872248709247,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"144","AP-10","AT5G17680","non-hv",1.06081484801462,1.04321489311092,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"145","AP-10","AT4G08450","non-hv",0,0,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"146","AP-10","AT5G48770","non-hv",0.0194042223169801,0.0277262339328872,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"147","AP-10","AT4G10780","non-hv",0.100089601661771,0.137621035212255,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"148","AP-10","AT3G04220","non-hv",0.376357823550779,0.46085558860978,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"149","AP-10","AT5G49140","non-hv",0,0,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"150","AP-10","AT4G11170","hv",0.0125905802632278,0.0180509685913137,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"151","AP-10","AT5G40910","non-hv",70.0109334608079,6.14996926648075,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"152","AP-10","AT1G17600","non-hv",1.24103856113785,1.16416747324979,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"153","AP-10","AT5G22690","non-hv",7.87984857174336,3.1505350744743,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"154","AP-10","AT5G35450","non-hv",17.9214285482361,4.24194910965631,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"155","AP-10","AT5G41740","hv",8.73171479321446,3.2826940399183,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"156","AP-10","AT5G41750","hv",4.51661072155798,2.46378218059928,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"157","AP-10","AT5G11250","non-hv",10.2472966946435,3.49150638398432,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"158","AP-10","AT5G46450","non-hv",16.1853134688961,4.10310426233206,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"159","AP-10","AT5G46510","hv",19.3576255216837,4.34749739265339,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"160","AP-10","AT1G56510","non-hv",7.66061914045051,3.11447016570589,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"161","AP-10","AT5G46520","hv",5.35283763948505,2.66740114841575,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"162","AP-10","AT1G56520","non-hv",6.00037451831861,2.80743210795294,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"163","AP-10","AT5G36930","non-hv",15.6365882345966,4.05628769653344,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"164","AP-10","AT1G56540","non-hv",1.75487142488593,1.46198498703306,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"165","AP-10","AT1G10920","non-hv",11.8860577864704,3.68773906442156,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"166","AP-10","AT1G15890","non-hv",3.61493758282075,2.20631113550617,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"167","AP-10","AT4G12010","non-hv",8.15293128807647,3.19423385022984,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"168","AP-10","AT1G50180","non-hv",4.23280584429642,2.38758473082973,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"169","AP-10","AT5G41540","non-hv",0.25539785700924,0.328144651324709,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"170","AP-10","AT5G41550","non-hv",2.93873813826769,1.97773350449178,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"171","AP-10","AT5G51630","non-hv",3.64334923250548,2.21516579200865,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"172","AP-10","AT5G38850","non-hv",10.4253106637718,3.51416148879124,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"173","AP-10","AT5G04720","non-hv",50.8965612334708,5.69756704087359,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"174","AP-10","AT5G58120","non-hv",20.5270720633308,4.4280802041294,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"175","AP-10","AT5G63020","non-hv",13.8607845136574,3.89343837389226,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"176","AP-10","AT5G66900","non-hv",16.9621468999464,4.16688789133597,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"177","AP-10","AT5G66910","non-hv",18.6643349167327,4.29750948744546,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"178","AP-10","AT5G45260","non-hv",16.0057585368988,4.08795145335979,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"179","AP-10","AT3G07040","non-hv",7.8495239859076,3.14559985501032,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"180","AP-10","AT4G16860","hv",39.7495920569598,5.34871371152318,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"181","AP-10","AT4G16890","hv",83.9524220163902,6.40858317450667,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"182","AP-10","AT4G16900","non-hv",23.4477893109551,4.61163211039959,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"183","AP-10","AT4G16920","hv",3.63027574853847,2.21109811339976,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"184","AP-10","AT2G16870","non-hv",2.65362053642314,1.86932680401233,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"185","AP-10","AT5G47250","non-hv",7.34709763175515,3.06127464547168,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"186","AP-10","AT5G47260","non-hv",0.0255531876415413,0.0364023153739436,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"187","AP-10","AT4G16940","hv",2.44227629082103,1.78336289848218,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"188","AP-10","AT5G47280","non-hv",0,0,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"189","AP-10","AT4G16950","hv",74.7637208258907,6.24343527951156,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"190","AP-10","AT4G16960","hv",11.7532622103073,3.67279442217931,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"191","AP-10","AT5G46260","non-hv",7.86625154127351,3.14832429327241,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"192","AP-10","AT5G46270","non-hv",29.4312263546893,4.9274805693964,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"193","AP-10","AT4G36150","non-hv",5.22750655442981,2.63865463489861,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"194","AP-10","AT1G58390","non-hv",2.64444196009365,1.86569792482938,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"195","AP-10","AT1G58400","non-hv",0.354418426596879,0.4376735060626,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"196","AP-10","AT1G58410","non-hv",1.82672437033589,1.49913121499222,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"197","AP-10","AT2G17060","non-hv",0,0,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"198","AP-10","AT5G05400","non-hv",4.46879242278403,2.45122230322026,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"199","AP-10","AT3G44400","hv",6.76008265916741,2.95607201985258,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"200","AP-10","AT1G58602","hv",15.5005029084972,4.04443809102743,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"201","AP-10","AT1G53350","non-hv",8.29472327305977,3.21641191317839,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"202","AP-10","AT3G44480","hv",58.9647382787733,5.9060424811952,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"203","AP-10","AT1G58807","hv",77.3093986582696,6.29111356439535,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"204","AP-10","AT1G58848","hv",65.9419636391691,6.06483896576453,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"205","AP-10","AT1G59124","hv",77.3093986582696,6.29111356439535,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"206","AP-10","AT1G59218","hv",36.7093307910721,5.23684964279552,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"207","AP-10","AT3G44630","hv",55.176969594826,5.81190689684483,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"208","AP-10","AT3G44670","hv",70.637718400565,6.16264748435239,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"209","AP-10","AT1G31540","hv",28.096876097135,4.86279236550907,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"210","AP-10","AT5G38340","non-hv",0.892390148616147,0.920209555615766,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"211","AP-10","AT5G38350","hv",0.0533020675791617,0.0749192339932913,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"212","AP-10","AT1G51480","non-hv",0,0,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"213","AP-10","AT1G59620","non-hv",15.2444381979727,4.02187394486353,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"214","AP-10","AT1G12210","non-hv",5.99549168642874,2.80642546248552,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"215","AP-10","AT1G12220","non-hv",8.89796359736618,3.30713173628495,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"216","AP-10","AT1G12280","non-hv",21.0206341807328,4.46078411311859,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"217","AP-10","AT1G12290","non-hv",5.92579157113604,2.7919789708714,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"218","AP-10","AT5G40100","non-hv",0.0208803527191819,0.0298137921182436,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"219","AP-10","AT1G59780","hv",0.0128283353474284,0.0183896719379193,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"220","AP-10","AT3G46530","hv",45.0470713087247,5.52503749566125,"adult, stem node, first node","stem node 1","vegetative","shoot",20
"221","AP-10","AT1G63730","non-hv",4.51074653244345,2.46224777173649,"adult, stem node, first node","stem node 1","vegetative","shoot",20
